Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
2003:Q4,pct20to40,3664522,1851595,1507962,343633,1812927,464042,47238,31242,15415,15827,23824,14567,9257,188340,56422,22969,59708,586791,269939,62413,749638,748436,452136,287672,907,7721,1203,2914883,22136530,,
2003:Q4,pct00to20,1743491,965775,782973,182802,777716,178970,26716,7045,0,7045,20302,18057,2244,131590,48108,3313,11587,135037,181556,33493,323327,322346,170344,138743,555,12703,981,1420164,22135112,,
2004:Q1,pct99to100,11025729,2708025,2224623,483402,8317704,627095,283815,877136,661775,215361,324412,297302,27110,3349562,186796,27836,360318,199223,2022150,59361,650136,646867,502412,41099,5250,98106,3269,10375594,1116724,,
2004:Q1,pct80to99,25291160,8873052,7581941,1291111,16418108,1659869,654087,760193,510304,249889,292361,250157,42205,3871036,463070,548064,1815347,3663127,2461230,229726,4060779,4051150,3204920,629070,6003,211157,9628,21230381,21119265,,
2004:Q1,pct60to80,11774063,4681680,3831714,849966,7092383,950129,171824,260193,182327,77866,121211,104697,16514,937742,203839,342145,569610,2724017,672802,138871,2282192,2277875,1705364,556719,3726,12066,4317,9491871,22234268,,
2004:Q1,pct40to60,6495037,3026293,2444357,581936,3468744,465138,109503,111653,69768,41884,69221,54826,14395,531169,117324,111997,195618,1340989,321849,94284,1486416,1483911,1012910,440689,972,29339,2505,5008621,22237199,,
2004:Q1,pct20to40,3724296,1882972,1538885,344087,1841324,479383,44723,39717,23516,16201,24077,14378,9699,187636,55357,23670,58688,586774,278401,62898,762454,761284,467457,286214,778,6835,1171,2961841,22232860,,
2004:Q1,pct00to20,1818893,999737,812473,187264,819156,179370,27214,27506,20212,7294,23445,21203,2243,136304,50457,3509,12103,129946,195105,34195,332896,331865,175625,142682,424,13135,1031,1485997,22231380,,
2004:Q2,pct99to100,11302103,2824883,2338622,486261,8477221,639236,259360,804152,597214,206938,329604,302069,27536,3415462,195856,28430,361650,215254,2167307,60909,671221,667520,527392,37982,5178,96968,3701,10630882,1121743,,
2004:Q2,pct80to99,25556574,9072440,7762605,1309835,16484134,1686699,638328,699769,468544,231225,304046,261685,42361,3776634,470561,550785,1849677,3713689,2562094,231851,4189959,4179965,3311784,635011,5818,227351,9994,21366616,21208990,,
2004:Q2,pct60to80,12049104,4830480,3962094,868387,7218624,979097,171307,229002,156497,72505,133503,116863,16641,925023,200452,356944,569274,2795788,717822,140409,2349551,2345282,1768828,560467,3668,12319,4270,9699552,22329126,,
2004:Q2,pct40to60,6675080,3160041,2558857,601184,3515039,462771,110135,100500,62404,38096,67555,52136,15418,532418,116831,114166,193463,1365880,355851,95469,1541582,1539102,1059900,446658,900,31644,2479,5133498,22331741,,
2004:Q2,pct20to40,3768580,1920226,1578776,341450,1848354,491072,42176,36238,21953,14284,23417,13262,10154,179871,54342,23998,57366,589193,287307,63375,784170,783020,487719,288835,722,5744,1150,2984410,22327869,,
2004:Q2,pct00to20,1865332,1032642,844644,187998,832690,179337,27611,18188,11557,6631,27192,24947,2245,135689,53241,3642,12648,129966,210280,34896,345872,344771,185650,145586,346,13189,1101,1519460,22326029,,
2004:Q3,pct99to100,11701163,2959334,2456562,502772,8741829,641362,236115,869200,651130,218069,314055,286110,27944,3481662,204209,29159,358312,231590,2313047,63118,682364,678449,548023,36165,-1546,95807,3915,11018799,1126531,488098,1877892736
2004:Q3,pct80to99,25921649,9324230,8015744,1308487,16597419,1692741,622749,743956,492160,251796,298626,256131,42495,3675939,476518,558237,1861434,3766553,2663541,237127,4291432,4281256,3405968,651541,-1656,225402,10177,21630217,21296897,89322,487893
2004:Q3,pct60to80,12368724,4987559,4109236,878323,7381164,1001880,170533,249972,170771,79201,140324,123576,16749,911357,196622,374410,559990,2868925,763106,144044,2417797,2413607,1827005,575516,-1076,12162,4190,9950926,22421878,53593,89322
2004:Q3,pct40to60,6893770,3313958,2706449,607508,3579812,455727,110542,109568,67942,41626,69048,52632,16415,533579,116040,117493,187923,1391237,390024,98631,1593362,1590898,1099926,457587,-230,33615,2464,5300408,22424157,33881,53593
2004:Q3,pct20to40,3809360,1948646,1608780,339866,1860715,499989,39731,36928,22021,14907,26133,15554,10579,171713,53289,24553,55241,591636,296283,65219,808013,806890,505903,296022,-171,5136,1123,3001348,22421006,18924,33881
2004:Q3,pct00to20,1924607,1067209,876306,190903,857398,178981,27927,20940,13956,6984,29657,27430,2228,134999,55892,3816,13261,130054,225547,36323,356109,354947,192667,148044,-58,14295,1161,1568498,22418471,0,18888
2004:Q4,pct99to100,12393265,3025436,2525172,500264,9367829,678759,237113,962984,783643,179341,362365,333925,28440,3819257,210434,30300,396133,252912,2353638,63934,696671,692591,556096,37758,-2055,100793,4079,11696594,1131047,,
2004:Q4,pct80to99,27121532,9739795,8401985,1337810,17381737,1751433,619819,745661,560107,185553,315713,272924,42789,3982192,486653,589584,1991843,3897368,2757450,244022,4471576,4461237,3532582,670889,-2257,260023,10339,22649956,21382489,,
2004:Q4,pct60to80,12681873,5139295,4244265,895030,7542578,1008320,174043,269492,210922,58570,143040,126773,16267,983629,199907,377612,620892,2853160,763074,149408,2526023,2521785,1907152,600234,-1437,15836,4238,10155850,22511981,,
2004:Q4,pct40to60,7015372,3341300,2720137,621163,3674072,471606,110901,112461,82971,29490,64643,47139,17504,549072,119126,125927,212441,1415330,389898,102668,1628562,1626072,1130678,463158,-332,32567,2489,5386810,22513903,,
2004:Q4,pct20to40,3894751,1997048,1648125,348923,1897703,504071,40167,37406,25936,11471,22325,11112,11213,186929,57504,26884,61623,607501,285108,68186,819761,818550,512427,301801,-256,4578,1211,3074990,22511742,,
2004:Q4,pct00to20,2030057,1122877,927848,195029,907180,185938,27294,31797,26348,5448,29962,27142,2820,144504,55546,3690,12466,136447,241329,38207,360616,359472,201644,146278,-103,11653,1144,1669442,22508157,,
2005:Q1,pct99to100,12558215,3089385,2586933,502452,9468830,715849,225760,925621,743424,182196,373906,344960,28946,3844994,210496,30908,402368,270709,2404046,64173,691055,686914,553653,33454,-6070,105877,4141,11867161,1135283,,
2005:Q1,pct80to99,27672078,10109385,8751255,1358131,17562693,1808490,592802,738511,544562,193949,300515,257432,43082,3967800,483967,601984,1969507,3988972,2861918,248227,4577121,4566706,3650992,670714,-6726,251726,10415,23094957,21465362,,
2005:Q1,pct60to80,12778638,5280784,4373139,907645,7497855,1013290,173696,252911,191878,61033,134334,118553,15780,996771,199938,371140,620609,2817157,765019,152990,2615839,2611568,1994726,602467,-4227,18602,4271,10162800,22599034,,
2005:Q1,pct40to60,7104174,3398460,2769133,629327,3705714,487135,108787,110060,79098,30961,66735,48067,18668,540375,119888,129861,213713,1431905,392228,105025,1637811,1635292,1150944,454741,-1013,30620,2520,5466363,22600584,,
2005:Q1,pct20to40,3961260,2036470,1678482,357988,1924789,507489,39083,41029,28348,12681,25084,13177,11907,193480,61557,28326,62480,622172,274097,69991,812128,810831,515089,291327,-777,5192,1296,3149132,22599633,,
2005:Q1,pct00to20,2102508,1174691,975095,199596,927817,192948,26327,26702,20866,5837,27489,24031,3458,146646,53941,3407,12181,141398,257300,39478,367668,366547,203157,152272,-330,11448,1121,1734841,22594708,,
2005:Q2,pct99to100,13001904,3161140,2648295,512845,9840764,739343,219465,978196,790565,187631,394764,365368,29396,3981965,211932,31796,422464,289396,2507339,64104,706378,701952,561370,33179,-3620,111022,4426,12295526,1139239,,
2005:Q2,pct80to99,28542108,10509856,9134973,1374883,18032252,1836579,575542,777259,569969,207289,292555,249255,43300,4065336,484162,624560,2013344,4089095,3022803,251017,4723130,4712454,3788448,681769,-4197,246435,10677,23818978,21545138,,
2005:Q2,pct60to80,12970416,5424951,4504964,919988,7545465,1009314,175163,267482,202469,65013,128010,112806,15204,1031096,200691,369751,647129,2784089,777101,155638,2725466,2721131,2084433,617770,-2557,21485,4335,10244951,22682674,,
2005:Q2,pct40to60,7240992,3466332,2832625,633707,3774660,496127,107736,118259,84931,33328,67144,47431,19713,539004,121178,136220,225214,1449899,407379,106501,1670327,1667788,1184425,455354,-691,28700,2539,5570665,22683840,,
2005:Q2,pct20to40,4017639,2062794,1693051,369743,1954845,506897,38648,46092,31830,14262,26193,13709,12484,203368,65675,30253,65774,637139,263617,71189,820063,818674,521843,291666,-565,5730,1389,3197577,22684258,,
2005:Q2,pct00to20,2189870,1227582,1020387,207195,962288,199630,25474,31180,24811,6368,25529,21492,4037,151410,52604,3206,11654,146684,274486,40430,376773,375664,212241,152651,-284,11056,1108,1813097,22677783,,
2005:Q3,pct99to100,13451222,3223857,2716262,507595,10227365,772584,224469,891301,740000,151300,412348,382603,29745,4227945,215771,32505,448585,307946,2628687,65223,719896,715910,569235,33890,-3396,116181,3987,12731326,1142915,,
2005:Q3,pct80to99,29490808,10908785,9515303,1393482,18582023,1883979,579814,701017,548923,152094,280735,237335,43399,4271852,489377,640850,2085123,4186613,3203101,259564,4878822,4868487,3928080,698598,-4090,245899,10335,24611986,21621438,,
2005:Q3,pct60to80,13169470,5587908,4657844,930064,7581562,1009915,180527,228658,180838,47820,120120,105632,14488,1085752,202705,365187,685231,2748550,792795,162121,2841361,2837065,2175657,639327,-2423,24504,4297,10328109,22762536,,
2005:Q3,pct40to60,7390266,3544984,2902236,642749,3845281,509530,108962,103374,79839,23535,67959,47465,20495,544097,123381,141082,241172,1467218,426915,111590,1706500,1703906,1218638,459139,-719,26848,2594,5683765,22763315,,
2005:Q3,pct20to40,4108173,2118999,1743348,375651,1989175,508362,39644,44689,33662,11027,27772,14962,12810,216443,69886,31881,70133,652041,253431,74892,830792,829330,528630,295170,-610,6140,1462,3277382,22765197,,
2005:Q3,pct00to20,2274475,1285416,1077041,208374,989059,206691,24847,23417,18467,4950,23034,18557,4477,158651,51745,2954,11007,151893,292114,42707,385004,383943,221640,152262,-336,10378,1061,1889471,22757042,,
2005:Q4,pct99to100,13780205,3270329,2767606,502723,10509876,799358,244361,926400,753192,173208,432354,402402,29952,4306102,217248,33327,471728,326749,2685583,66668,734085,730387,575714,34680,-1741,121734,3699,13046120,1146313,,
2005:Q4,pct80to99,30303749,11286577,9871260,1415317,19017172,1917301,611627,748504,558476,190028,270126,226783,43343,4306109,489671,661319,2142150,4285808,3314830,269728,4996956,4986838,4055967,713930,-2210,219150,10118,25306793,21693883,,
2005:Q4,pct60to80,13348185,5727863,4785809,942054,7620322,1005930,190683,239550,180134,59416,112420,98831,13589,1109310,203462,362657,717568,2712693,796362,169687,2947733,2943454,2258160,659428,-1263,27129,4279,10400452,22838256,,
2005:Q4,pct40to60,7505782,3596149,2942979,653171,3909633,519782,112916,112060,81890,30170,67986,47114,20871,536942,124692,146945,254962,1484657,430990,117701,1737572,1734931,1248452,462526,-421,24374,2641,5768210,22838649,,
2005:Q4,pct20to40,4201894,2176137,1793570,382567,2025757,507780,42489,50994,36629,14365,28637,15878,12759,225068,74041,33712,73978,666995,242758,79305,841142,839603,534106,298576,-374,7295,1539,3360753,22842029,,
2005:Q4,pct00to20,2360628,1340878,1130440,210438,1019750,213658,24406,24975,18772,6203,20375,15677,4698,162082,50396,2734,10399,157182,308183,45361,393851,392831,230468,151415,-225,11172,1020,1966777,22832145,,
2006:Q1,pct99to100,14569562,3249149,2736905,512244,11320412,860567,245621,969205,799795,169410,460829,430934,29895,4939407,200961,34176,493783,346240,2703495,66128,752857,749126,586591,34443,1363,126729,3731,13816705,1149432,,
2006:Q1,pct80to99,31357912,11414304,9985350,1428954,19943608,2019913,607682,771490,584176,187314,266689,223682,43008,4901613,452881,682872,2193542,4391557,3384946,270423,5168343,5158176,4200463,721108,1859,234746,10166,26189570,21762094,,
2006:Q1,pct60to80,13497954,5748471,4796008,952462,7749484,1019206,195098,248210,189761,58449,106972,94584,12388,1234243,194817,360610,747795,2679034,792536,170962,3055814,3051509,2349183,670818,1015,30493,4306,10442140,22909470,,
2006:Q1,pct40to60,7580051,3586758,2930674,656083,3993293,545678,113287,117439,87777,29662,65583,45097,20486,564204,119275,153071,267972,1503127,425770,117887,1774222,1771550,1286420,461926,389,22814,2672,5805829,22909484,,
2006:Q1,pct20to40,4247085,2173574,1779899,393675,2073511,514861,43046,55352,40562,14790,27189,15176,12013,248669,77668,35598,77639,682123,231750,79616,849497,847872,541945,298312,364,7251,1625,3397588,22914332,,
2006:Q1,pct00to20,2422283,1363189,1145797,217392,1059094,221529,23549,28791,22516,6275,17928,13422,4506,177726,45428,2521,9799,162730,323244,45848,404084,403089,242335,150978,236,9540,995,2018199,22902753,,
2006:Q2,pct99to100,14573849,3258378,2751347,507031,11315471,884517,257397,928065,737197,190868,494891,465281,29610,4805829,201205,34736,499272,365100,2778885,65574,766832,763076,594443,33155,3604,131874,3755,13807017,1152274,,
2006:Q2,pct80to99,31677227,11646818,10195887,1450931,20030409,2045737,622695,787060,556166,230894,268177,225750,42427,4717595,450569,694260,2167530,4489309,3516393,271083,5330951,5320744,4347373,727321,5318,240732,10207,26346277,21825693,,
2006:Q2,pct60to80,13510955,5829582,4865122,964460,7681373,1011577,202809,237472,165783,71689,103093,92122,10971,1219431,194887,353614,746196,2640328,799745,172221,3167000,3162669,2446545,679639,2765,33720,4331,10343956,22975812,,
2006:Q2,pct40to60,7629928,3620115,2953581,666535,4009813,554294,115461,118646,81189,37457,61416,41911,19505,541980,120113,156765,268771,1519887,434418,118062,1807812,1805109,1322741,460134,1213,21021,2703,5822116,22975462,,
2006:Q2,pct20to40,4297771,2208550,1807822,400727,2089221,512642,44898,60145,41356,18789,24077,13340,10737,252032,81807,36990,78394,696982,221335,79919,854565,852853,548780,295410,1183,7481,1712,3443206,22981685,,
2006:Q2,pct00to20,2476373,1400282,1180736,219546,1076091,228568,22756,23061,15335,7726,15611,11614,3997,176527,43808,2231,9518,168000,339678,46333,416386,415417,252208,153953,813,8444,968,2059987,22968525,,
2006:Q3,pct99to100,14932669,3252493,2752886,499607,11680176,914748,277799,923208,749916,173291,513074,483971,29103,4993576,206523,35562,521276,384911,2844563,64936,776856,773137,597114,34233,4750,137041,3719,14155813,1154838,,
2006:Q3,pct80to99,32352375,11840463,10365725,1474739,20511911,2083504,652552,767445,565541,201904,253193,211597,41596,4857657,458838,715221,2218097,4596649,3637386,271370,5478302,5468106,4466635,748626,7612,245233,10196,26874073,21884299,,
2006:Q3,pct60to80,13602359,5890430,4913409,977021,7711929,1006278,212961,227559,164892,62667,93122,83721,9401,1262948,197621,351233,776312,2605520,805136,173239,3273824,3269478,2526394,702383,3759,36941,4347,10328535,23036919,,
2006:Q3,pct40to60,7695149,3631808,2953459,678349,4063341,565626,118887,115406,83202,32203,59992,41941,18051,538993,122869,162755,281771,1538237,440791,118015,1838326,1835590,1347181,467359,1878,19172,2736,5856823,23036225,,
2006:Q3,pct20to40,4362312,2243672,1836285,407387,2118640,511449,47783,61532,44347,17184,23862,14800,9062,264010,86105,38849,82055,712064,210862,80070,863243,861446,552065,299741,1888,7752,1797,3499069,23043668,,
2006:Q3,pct00to20,2533608,1429135,1207959,221176,1104474,235820,21918,22614,15593,7021,11472,8226,3246,182321,43210,2014,8906,173638,355820,46738,427846,426908,259036,159099,1353,7420,939,2105762,23029121,,
2006:Q4,pct99to100,15438674,3226271,2726698,499573,12212403,946613,307235,845857,679067,166789,535852,507058,28794,5422209,213864,36478,551972,405356,2881636,65333,785237,781498,596240,35500,7957,141801,3739,14653437,1157125,,
2006:Q4,pct80to99,33229516,11969067,10479760,1489308,21260449,2123718,697412,723936,529751,194185,241783,200813,40970,5240224,471318,739472,2308207,4710172,3727555,276652,5612971,5602743,4549768,764162,14586,274227,10228,27616545,21937535,,
2006:Q4,pct60to80,13696837,5905525,4919598,985927,7791311,1000821,225313,200809,140638,60171,84501,76425,8077,1349338,201404,350380,823079,2573038,805043,177586,3351768,3347399,2578842,721364,6698,40495,4369,10345069,23092427,,
2006:Q4,pct40to60,7735931,3604799,2920910,683889,4131133,577533,123399,106365,75559,30806,58370,41161,17210,549309,126386,169540,301216,1557535,440370,121110,1855312,1852546,1358569,472053,3984,17940,2766,5880620,23091414,,
2006:Q4,pct20to40,4412752,2255814,1840668,415145,2156938,510172,51711,61044,43865,17179,23449,15497,7952,282215,90467,40870,87251,727241,200119,82400,869142,867259,551920,303826,4185,7328,1883,3543610,23099860,,
2006:Q4,pct00to20,2580750,1447951,1223533,224417,1132799,243169,20960,15668,8735,6932,7925,5093,2831,193170,43016,1821,8102,179518,371156,48295,432894,431983,264005,159811,3126,5041,912,2147856,23084201,,
2007:Q1,pct99to100,15848856,3170049,2661829,508221,12678807,1009679,323439,876575,702024,174551,567399,538870,28529,5716803,216953,37083,568584,425162,2872182,64946,792157,788211,601549,33966,5595,147101,3946,15056699,1159135,,
2007:Q1,pct80to99,33812878,11965893,10465919,1499974,21846985,2225747,717388,757633,544994,212638,238974,198589,40386,5485295,474891,752823,2332988,4815619,3767441,278187,5698487,5688071,4649991,759479,10976,267625,10416,28114392,21985021,,
2007:Q1,pct60to80,13695881,5852614,4858146,994468,7843267,1009498,233976,208379,142694,65684,79004,72172,6832,1411272,202912,344347,842819,2535653,795962,179446,3407563,3403146,2638032,716734,4798,43581,4418,10288318,23141971,,
2007:Q1,pct40to60,7727817,3542565,2857200,685365,4185252,603268,125603,112786,78718,34068,55048,38507,16541,550437,128282,173708,310266,1575091,428891,121871,1868754,1865968,1379722,467327,3145,15774,2786,5859063,23140670,,
2007:Q1,pct20to40,4428429,2233333,1807607,425726,2195096,515063,54054,66543,47198,19344,21356,14345,7010,296962,94693,42355,89969,742095,188897,83111,865952,863977,554886,297869,3314,7908,1975,3562477,23149838,,
2007:Q1,pct00to20,2610427,1445478,1214598,230880,1164949,251058,19781,17429,9765,7664,5272,2757,2515,201065,41949,1548,7579,185114,385157,48998,445897,445004,273074,164797,2530,4603,893,2164530,23133426,,
